"Name","State","Notes","User","Tags","Created","Runtime","Sweep","E","alpha","del_rate","dn_rate","dup_rate","edge_rate","elite_size","exp_type","gens","nenv","node_cost","pop_size","proj","rep","season_length","average_fitness","average_grnsize","benefitial_mutation","deleterious_mutation","expression_robustness","fitness_robustness","gen","high","low","spec"
"D_200_10_1011a9717d","crashed","-","molanu","","2020-12-03T14:11:57.000Z","107988","","10","10","0.01","0.005","0.005","0.05","0","D_200_10_10","100000","2","0.0001","1000","GRN_evolution","3","200","0.7830200925699999","0.125","0.0956453792947319","0.904354620705268","0.36880000000000007","0.3718","1","0","12","87"
"D_200_10_1038a4a4c7","crashed","-","molanu","","2020-12-03T14:11:57.000Z","107994","","10","10","0.01","0.005","0.005","0.05","0","D_200_10_10","100000","2","0.0001","1000","GRN_evolution","2","200","0.8284644425219999","0.186","0.08789809085769554","0.9121019091423044","0.3888","0.3932","0","0","2","98"
"D_200_10_1044eff23d","crashed","-","molanu","","2020-12-03T14:11:57.000Z","107998","","10","10","0.01","0.005","0.005","0.05","0","D_200_10_10","100000","2","0.0001","1000","GRN_evolution","4","200","0.616623703464","0.064","0.20056619395869305","0.7994338060413071","0.35900000000000004","0.3622","2","0","52","46"
"D_200_10_10c0f96805","crashed","-","molanu","","2020-12-03T14:11:57.000Z","107997","","10","10","0.01","0.005","0.005","0.05","0","D_200_10_10","100000","2","0.0001","1000","GRN_evolution","1","200","0.7557683191640001","1.945","0.17881898314870184","0.8211810168512979","0.6659999999999999","0.6850000000000002","0","0","4","96"
"D_100_30_5cf0f1e3f","crashed","-","molanu","","2020-12-03T14:11:32.000Z","107999","","30","5","0.01","0.005","0.005","0.05","0","D_100_30_5","100000","2","0.0001","1000","GRN_evolution","4","100","0.4856494414942222","0.172","0.3584629751619212","0.6415370248380787","0.1857999999999999","0.18879999999999997","0","0","100","0"
"D_100_30_5aee9ced9","crashed","-","molanu","","2020-12-03T14:11:15.000Z","108017","","30","5","0.01","0.005","0.005","0.05","0","D_100_30_5","100000","2","0.0001","1000","GRN_evolution","3","100","0.2169892661448148","0.237","0.4833671741330932","0.5166328258669067","0.14520000000000002","0.14620000000000002","0","0","100","0"
"D_100_30_2033a120ea","crashed","-","molanu","","2020-12-03T14:10:45.000Z","107982","","30","20","0.01","0.005","0.005","0.05","0","D_100_30_20","100000","2","0.0001","1000","GRN_evolution","4","100","0.16624968837451853","0.09","0.5463941111850893","0.4536058888149107","0.5424","0.5446","0","0","100","0"
"D_100_30_2079746db2","crashed","-","molanu","","2020-12-03T14:10:38.000Z","107998","","30","20","0.01","0.005","0.005","0.05","0","D_100_30_20","100000","2","0.0001","1000","GRN_evolution","5","100","0.33160023143666667","0.101","0.32189988458997404","0.6781001154100259","0.551","0.552","54","0","46","0"
"D_100_30_5791d829a","crashed","-","molanu","","2020-12-03T14:10:38.000Z","107970","","30","5","0.01","0.005","0.005","0.05","0","D_100_30_5","100000","2","0.0001","1000","GRN_evolution","1","100","0.37843841093233344","0.405","0.40297117463967547","0.5970288253603245","0.16639999999999996","0.1686","13","0","87","0"
"D_100_30_579411c10","crashed","-","molanu","","2020-12-03T14:10:38.000Z","108000","","30","5","0.01","0.005","0.005","0.05","0","D_100_30_5","100000","2","0.0001","1000","GRN_evolution","2","100","0.41451206978711114","0.157","0.4034207746100267","0.5965792253899733","0.17500000000000004","0.17800000000000005","29","0","71","0"
"D_100_30_2068fe1025","crashed","-","molanu","","2020-12-03T14:10:27.000Z","107982","","30","20","0.01","0.005","0.005","0.05","0","D_100_30_20","100000","2","0.0001","1000","GRN_evolution","3","100","0.2403712461714815","0.535","0.44215119997868746","0.5578488000213125","0.6116","0.6122000000000001","4","0","96","0"
"D_100_30_1022fb407f","crashed","-","molanu","","2020-12-03T14:10:01.000Z","107996","","30","10","0.01","0.005","0.005","0.05","0","D_100_30_10","100000","2","0.0001","1000","GRN_evolution","5","100","0.3356233661180741","1.111","0.43251530813047495","0.567484691869525","0.6446000000000001","0.657","80","0","20","0"
"D_100_30_206a5862f5","crashed","-","molanu","","2020-12-03T14:10:00.000Z","108006","","30","20","0.01","0.005","0.005","0.05","0","D_100_30_20","100000","2","0.0001","1000","GRN_evolution","2","100","0.24795660582770368","0.421","0.3785123372302032","0.6214876627697968","0.6098","0.6108","2","0","98","0"
"D_100_30_20f643f93f","crashed","-","molanu","","2020-12-03T14:10:00.000Z","108006","","30","20","0.01","0.005","0.005","0.05","0","D_100_30_20","100000","2","0.0001","1000","GRN_evolution","1","100","0.24147919936207404","0.132","0.4715079947449118","0.5284920052550882","0.5294000000000001","0.5306000000000001","8","0","92","0"
"D_100_30_102965a58e","crashed","-","molanu","","2020-12-03T14:09:56.000Z","107984","","30","10","0.01","0.005","0.005","0.05","0","D_100_30_10","100000","2","0.0001","1000","GRN_evolution","4","100","0.3428347322085926","0.122","0.3445367539197767","0.6554632460802233","0.38059999999999994","0.3824","66","0","34","0"
"D_100_30_10338bfa89","crashed","-","molanu","","2020-12-03T14:09:28.000Z","107980","","30","10","0.01","0.005","0.005","0.05","0","D_100_30_10","100000","2","0.0001","1000","GRN_evolution","3","100","0.297802681115","0.278","0.4302260124650226","0.5697739875349774","0.4602000000000001","0.4674000000000001","38","0","62","0"
"D_100_30_1030e5ab78","crashed","-","molanu","","2020-12-03T14:09:03.000Z","107989","","30","10","0.01","0.005","0.005","0.05","0","D_100_30_10","100000","2","0.0001","1000","GRN_evolution","1","100","0.4373054857883333","0.256","0.32799403644394276","0.6720059635560574","0.3732","0.3754","2","0","98","0"
"D_100_30_108606dc86","crashed","-","molanu","","2020-12-03T14:09:03.000Z","108002","","30","10","0.01","0.005","0.005","0.05","0","D_100_30_10","100000","2","0.0001","1000","GRN_evolution","2","100","0.25198792778003704","0.422","0.4862166980939342","0.5137833019060658","0.5094","0.5099999999999999","16","0","84","0"
"D_100_20_5731a4530","crashed","-","molanu","","2020-12-03T14:09:01.000Z","108006","","20","5","0.01","0.005","0.005","0.05","0","D_100_20_5","100000","2","0.0001","1000","GRN_evolution","4","100","0.5381580829832501","0.16","0.2613906718766376","0.7386093281233626","0.20960000000000004","0.2214","1","0","99","0"
"D_100_20_5e1deaa56","crashed","-","molanu","","2020-12-03T14:09:01.000Z","107992","","20","5","0.01","0.005","0.005","0.05","0","D_100_20_5","100000","2","0.0001","1000","GRN_evolution","5","100","0.536456721096","0.161","0.3002779906296795","0.6997220093703206","0.1724","0.19380000000000003","0","0","99","1"
"D_100_20_5b607b922","crashed","-","molanu","","2020-12-03T14:08:57.000Z","108011","","20","5","0.01","0.005","0.005","0.05","0","D_100_20_5","100000","2","0.0001","1000","GRN_evolution","3","100","0.54868841914525","0.192","0.2870615474557558","0.7129384525442442","0.115","0.14279999999999998","1","0","99","0"
"D_100_20_5284162db","crashed","-","molanu","","2020-12-03T14:08:30.000Z","108005","","20","5","0.01","0.005","0.005","0.05","0","D_100_20_5","100000","2","0.0001","1000","GRN_evolution","2","100","0.6395904628407499","0.218","0.23347335094002783","0.7665266490599721","0.1974","0.21420000000000008","0","0","72","28"
"D_100_20_54abdcbc2","crashed","-","molanu","","2020-12-03T14:08:30.000Z","108005","","20","5","0.01","0.005","0.005","0.05","0","D_100_20_5","100000","2","0.0001","1000","GRN_evolution","1","100","0.5411394394717499","0.181","0.30148971887840675","0.6985102811215934","0.14780000000000004","0.15300000000000002","0","0","100","0"
"D_100_20_202fa4bf0f","crashed","-","molanu","","2020-12-03T14:08:27.000Z","108005","","20","20","0.01","0.005","0.005","0.05","0","D_100_20_20","100000","2","0.0001","1000","GRN_evolution","2","100","0.320783788504125","2.734","0.3823309676621895","0.6176690323378105","0.8266000000000001","0.8272000000000002","80","0","20","0"
"D_100_20_204500aab5","crashed","-","molanu","","2020-12-03T14:08:27.000Z","107994","","20","20","0.01","0.005","0.005","0.05","0","D_100_20_20","100000","2","0.0001","1000","GRN_evolution","4","100","0.37139905565012504","0.084","0.33699278425916357","0.6630072157408364","0.5532","0.5538000000000001","9","0","91","0"
"D_100_20_20467b0870","crashed","-","molanu","","2020-12-03T14:08:27.000Z","108008","","20","20","0.01","0.005","0.005","0.05","0","D_100_20_20","100000","2","0.0001","1000","GRN_evolution","3","100","0.268939604264375","1.655","0.4006030851275472","0.5993969148724527","0.7684000000000001","0.7688000000000001","13","0","87","0"
"D_100_20_2098a52b94","crashed","-","molanu","","2020-12-03T14:08:27.000Z","107992","","20","20","0.01","0.005","0.005","0.05","0","D_100_20_20","100000","2","0.0001","1000","GRN_evolution","5","100","0.521298189404625","0.166","0.2971879489331371","0.7028120510668628","0.5014","0.502","0","0","100","0"
"D_100_20_207b06343b","crashed","-","molanu","","2020-12-03T14:07:32.000Z","108003","","20","20","0.01","0.005","0.005","0.05","0","D_100_20_20","100000","2","0.0001","1000","GRN_evolution","1","100","0.15917148325699998","0.135","0.5512105730003802","0.44878942699961977","0.5448","0.5454","0","0","100","0"
"D_100_20_104d93e19d","crashed","-","molanu","","2020-12-03T14:07:27.000Z","107992","","20","10","0.01","0.005","0.005","0.05","0","D_100_20_10","100000","2","0.0001","1000","GRN_evolution","4","100","0.5116894227887501","0.104","0.24997736738629583","0.7500226326137043","0.33760000000000007","0.3392","0","0","100","0"
"D_100_20_10a96ff05b","crashed","-","molanu","","2020-12-03T14:07:27.000Z","107995","","20","10","0.01","0.005","0.005","0.05","0","D_100_20_10","100000","2","0.0001","1000","GRN_evolution","5","100","0.17496875888637503","0.105","0.5780252013986097","0.42197479860139026","0.4076000000000001","0.40980000000000005","0","0","100","0"
"D_100_20_1074c58e86","crashed","-","molanu","","2020-12-03T14:06:57.000Z","107990","","20","10","0.01","0.005","0.005","0.05","0","D_100_20_10","100000","2","0.0001","1000","GRN_evolution","2","100","0.5078507791287499","0.189","0.30086937699763683","0.6991306230023631","0.4602000000000001","0.4610000000000001","0","0","100","0"
"D_100_20_109e29d9ed","crashed","-","molanu","","2020-12-03T14:06:57.000Z","107996","","20","10","0.01","0.005","0.005","0.05","0","D_100_20_10","100000","2","0.0001","1000","GRN_evolution","3","100","0.191572664133125","0.227","0.5015298054714212","0.4984701945285788","0.4076","0.40879999999999994","0","0","100","0"
"D_100_10_5c46575fc","crashed","-","molanu","","2020-12-03T14:06:32.000Z","107998","","10","5","0.01","0.005","0.005","0.05","0","D_100_10_5","100000","2","0.0001","1000","GRN_evolution","5","100","0.8346315700299997","0.227","0.14695058075612588","0.8530494192438742","0.1674","0.1752","0","0","7","93"
"D_100_20_10332ba889","crashed","-","molanu","","2020-12-03T14:06:31.000Z","107986","","20","10","0.01","0.005","0.005","0.05","0","D_100_20_10","100000","2","0.0001","1000","GRN_evolution","1","100","0.36170881706212504","0.175","0.40374350333749914","0.5962564966625008","0.4334","0.43440000000000006","51","0","49","0"
"D_100_10_5692fa952","crashed","-","molanu","","2020-12-03T14:06:27.000Z","107991","","10","5","0.01","0.005","0.005","0.05","0","D_100_10_5","100000","2","0.0001","1000","GRN_evolution","3","100","0.8322153440869999","0.23","0.1079704760661554","0.8920295239338445","0.2042","0.21360000000000004","0","0","6","94"
"D_100_10_59f9d2d81","crashed","-","molanu","","2020-12-03T14:06:27.000Z","108004","","10","5","0.01","0.005","0.005","0.05","0","D_100_10_5","100000","2","0.0001","1000","GRN_evolution","4","100","0.8142278526949999","0.23","0.20485311073333004","0.7951468892666701","0.1446","0.15039999999999998","0","0","7","93"
"D_100_10_200e0eba2d","crashed","-","molanu","","2020-12-03T14:06:00.000Z","108001","","10","20","0.01","0.005","0.005","0.05","0","D_100_10_20","100000","2","0.0001","1000","GRN_evolution","5","100","0.413262553582","0.319","0.24520669464195743","0.7547933053580423","0.5992000000000001","0.6016","57","0","43","0"
"D_100_10_20803267d9","crashed","-","molanu","","2020-12-03T14:06:00.000Z","107987","","10","20","0.01","0.005","0.005","0.05","0","D_100_10_20","100000","2","0.0001","1000","GRN_evolution","4","100","0.38331341806","0.23","0.27843002407189554","0.7215699759281046","0.40720000000000006","0.4084000000000001","73","0","27","0"
"D_100_10_554dd6e3e","crashed","-","molanu","","2020-12-03T14:06:00.000Z","107985","","10","5","0.01","0.005","0.005","0.05","0","D_100_10_5","100000","2","0.0001","1000","GRN_evolution","1","100","0.755962228183","0.372","0.17134270697609977","0.8286572930239002","0.205","0.2118","0","0","11","89"
"D_100_10_5ee49e25e","crashed","-","molanu","","2020-12-03T14:06:00.000Z","107992","","10","5","0.01","0.005","0.005","0.05","0","D_100_10_5","100000","2","0.0001","1000","GRN_evolution","2","100","0.8310003022449999","0.342","0.14313060080272058","0.8568693991972793","0.22800000000000004","0.2388","1","0","5","94"
"D_100_10_100d6b39cc","crashed","-","molanu","","2020-12-03T14:05:31.000Z","107999","","10","10","0.01","0.005","0.005","0.05","0","D_100_10_10","100000","2","0.0001","1000","GRN_evolution","3","100","0.14208705865100002","0.126","0.5343191047687994","0.4656808952312006","0.3340000000000001","0.33460000000000006","0","0","17","83"
"D_100_10_10e3269904","crashed","-","molanu","","2020-12-03T14:05:31.000Z","108000","","10","10","0.01","0.005","0.005","0.05","0","D_100_10_10","100000","2","0.0001","1000","GRN_evolution","4","100","0.532495310796","0.124","0.23402280250813284","0.7659771974918672","0.3032","0.3144","2","0","98","0"
"D_100_10_10f13ff1c8","crashed","-","molanu","","2020-12-03T14:05:31.000Z","107999","","10","10","0.01","0.005","0.005","0.05","0","D_100_10_10","100000","2","0.0001","1000","GRN_evolution","5","100","0.7304299155220001","0.133","0.15538715568819794","0.8446128443118021","0.30000000000000004","0.3048","2","0","27","71"
"D_100_10_201348baf7","crashed","-","molanu","","2020-12-03T14:05:31.000Z","108000","","10","20","0.01","0.005","0.005","0.05","0","D_100_10_20","100000","2","0.0001","1000","GRN_evolution","2","100","0.759036817378","0.188","0.05929527185633581","0.9407047281436642","0.4723999999999999","0.4731999999999999","0","0","13","87"
"D_100_10_20619d8b76","crashed","-","molanu","","2020-12-03T14:05:31.000Z","107974","","10","20","0.01","0.005","0.005","0.05","0","D_100_10_20","100000","2","0.0001","1000","GRN_evolution","3","100","0.471656258867","0.025","0.21102241456839663","0.7889775854316033","0.4126","0.4138","32","0","67","1"
"D_100_10_2088c930a2","crashed","-","molanu","","2020-12-03T14:05:31.000Z","108004","","10","20","0.01","0.005","0.005","0.05","0","D_100_10_20","100000","2","0.0001","1000","GRN_evolution","1","100","0.7976428140940002","1.281","0.05364379369429864","0.9463562063057016","0.6591999999999999","0.6599999999999998","0","0","1","99"
"D_100_10_10f8919108","crashed","-","molanu","","2020-12-03T14:05:25.000Z","108006","","10","10","0.01","0.005","0.005","0.05","0","D_100_10_10","100000","2","0.0001","1000","GRN_evolution","2","100","0.217067650094","0.233","0.4296142962860504","0.5703857037139496","0.42339999999999994","0.4238","5","0","74","21"
"D_100_10_10cefa8db8","crashed","-","molanu","","2020-12-03T14:04:54.000Z","108007","","10","10","0.01","0.005","0.005","0.05","0","D_100_10_10","100000","2","0.0001","1000","GRN_evolution","1","100","0.635420610948","0.159","0.22738531969103368","0.7726146803089662","0.3384000000000001","0.3516","3","0","68","29"
"C_500_30_58b3ff5e2","crashed","-","molanu","","2020-12-03T14:04:23.000Z","107996","","30","5","0.01","0.005","0.005","0.01","0","C_500_30_5","100000","2","0.0001","1000","GRN_evolution","5","500","0.4323226347237408","0.269","0.33658679077404025","0.6634132092259597","0.20640000000000003","0.2128","0","0","100","0"
"C_500_30_5adc3d28c","crashed","-","molanu","","2020-12-03T14:03:50.000Z","107999","","30","5","0.01","0.005","0.005","0.01","0","C_500_30_5","100000","2","0.0001","1000","GRN_evolution","4","500","0.39624884830407414","0.668","0.37442512075334894","0.625574879246651","0.161","0.17919999999999997","93","0","7","0"
"C_500_30_597b0ae75","crashed","-","molanu","","2020-12-03T14:03:19.000Z","107998","","30","5","0.01","0.005","0.005","0.01","0","C_500_30_5","100000","2","0.0001","1000","GRN_evolution","3","500","0.5868052417599261","1.63","0.32774469136425766","0.6722553086357422","0.26380000000000003","0.27299999999999996","0","0","100","0"
"C_500_30_20834ecb44","crashed","-","molanu","","2020-12-03T14:02:54.000Z","108009","","30","20","0.01","0.005","0.005","0.01","0","C_500_30_20","100000","2","0.0001","1000","GRN_evolution","1","500","0.4288983305148148","0.304","0.2674800201016075","0.7325199798983923","0.5788","0.58","0","0","100","0"
"C_500_30_20d28285e9","crashed","-","molanu","","2020-12-03T14:02:52.000Z","107994","","30","20","0.01","0.005","0.005","0.01","0","C_500_30_20","100000","2","0.0001","1000","GRN_evolution","4","500","0.12472075415418515","0.483","0.6244681741218361","0.3755318258781639","0.5468","0.5474","0","0","100","0"
"C_500_30_20f9621889","crashed","-","molanu","","2020-12-03T14:02:52.000Z","108001","","30","20","0.01","0.005","0.005","0.01","0","C_500_30_20","100000","2","0.0001","1000","GRN_evolution","5","500","0.1932890672034445","0.215","0.4779485947807966","0.5220514052192035","0.5514000000000001","0.5526000000000001","0","0","100","0"
"C_500_30_517154e22","crashed","-","molanu","","2020-12-03T14:02:52.000Z","107996","","30","5","0.01","0.005","0.005","0.01","0","C_500_30_5","100000","2","0.0001","1000","GRN_evolution","1","500","0.5276500172411852","0.352","0.34984163209542113","0.6501583679045789","0.18220000000000003","0.1862","0","0","100","0"
"C_500_30_5d6d69ffd","crashed","-","molanu","","2020-12-03T14:02:52.000Z","108009","","30","5","0.01","0.005","0.005","0.01","0","C_500_30_5","100000","2","0.0001","1000","GRN_evolution","2","500","0.4215587406301111","0.208","0.338365719678717","0.6616342803212832","0.11660000000000002","0.11960000000000004","0","0","100","0"
"C_500_30_2051ec82c0","crashed","-","molanu","","2020-12-03T14:02:49.000Z","108011","","30","20","0.01","0.005","0.005","0.01","0","C_500_30_20","100000","2","0.0001","1000","GRN_evolution","2","500","0.11806715776359264","0.3","0.6287210343974783","0.37127896560252166","0.5434","0.5436000000000001","0","0","100","0"
"C_500_30_20607a89af","crashed","-","molanu","","2020-12-03T14:02:49.000Z","107997","","30","20","0.01","0.005","0.005","0.01","0","C_500_30_20","100000","2","0.0001","1000","GRN_evolution","3","500","0.2319412496798149","0.111","0.42364542299208346","0.5763545770079166","0.4797999999999999","0.481","0","0","100","0"
"C_500_30_1021d04939","crashed","-","molanu","","2020-12-03T14:02:22.000Z","107994","","30","10","0.01","0.005","0.005","0.01","0","C_500_30_10","100000","2","0.0001","1000","GRN_evolution","5","500","0.16108097624003703","0.226","0.5196675835987891","0.4803324164012109","0.40600000000000014","0.40640000000000015","0","0","100","0"
"C_500_30_109dc8d160","crashed","-","molanu","","2020-12-03T14:02:22.000Z","108009","","30","10","0.01","0.005","0.005","0.01","0","C_500_30_10","100000","2","0.0001","1000","GRN_evolution","2","500","0.1698569594714444","0.191","0.5105504667833975","0.4894495332166025","0.39679999999999993","0.3986","0","0","100","0"
"C_500_30_102927ebfb","crashed","-","molanu","","2020-12-03T14:02:21.000Z","108010","","30","10","0.01","0.005","0.005","0.01","0","C_500_30_10","100000","2","0.0001","1000","GRN_evolution","3","500","0.11277088716288894","0.282","0.5866320635250815","0.41336793647491854","0.34700000000000003","0.34759999999999996","0","0","99","1"
"C_500_30_102f7c7330","crashed","-","molanu","","2020-12-03T14:02:21.000Z","108011","","30","10","0.01","0.005","0.005","0.01","0","C_500_30_10","100000","2","0.0001","1000","GRN_evolution","4","500","0.595394230051","1.308","0.22780266415567751","0.7721973358443226","0.6351999999999999","0.6369999999999999","0","0","100","0"
"C_500_20_5b3d01295","crashed","-","molanu","","2020-12-03T14:01:52.000Z","108000","","20","5","0.01","0.005","0.005","0.01","0","C_500_20_5","100000","2","0.0001","1000","GRN_evolution","5","500","0.6226363503260001","0.955","0.28837198822626237","0.7116280117737374","0.2026","0.22300000000000003","0","0","100","0"
"C_500_30_108ae427aa","crashed","-","molanu","","2020-12-03T14:01:52.000Z","106964","","30","10","0.01","0.005","0.005","0.01","0","C_500_30_10","100000","2","0.0001","1000","GRN_evolution","1","500","0.1607665411364074","0.6","0.5079630196612819","0.4920369803387183","0.544","0.5462","0","0","100","0"
"C_500_20_505f61c90","crashed","-","molanu","","2020-12-03T14:01:18.000Z","107989","","20","5","0.01","0.005","0.005","0.01","0","C_500_20_5","100000","2","0.0001","1000","GRN_evolution","4","500","0.13247535040849995","0.39","0.5137157178109971","0.4862842821890028","0.1178","0.1208","0","0","99","1"
"C_500_20_5812e8313","crashed","-","molanu","","2020-12-03T14:00:21.000Z","108000","","20","5","0.01","0.005","0.005","0.01","0","C_500_20_5","100000","2","0.0001","1000","GRN_evolution","2","500","0.7110382953575","0.197","0.23154320509284268","0.7684567949071571","0.11260000000000002","0.1138","0","0","28","72"
"C_500_20_5e95b43d5","crashed","-","molanu","","2020-12-03T14:00:21.000Z","108000","","20","5","0.01","0.005","0.005","0.01","0","C_500_20_5","100000","2","0.0001","1000","GRN_evolution","1","500","0.597750214380625","1.224","0.2793899495341117","0.7206100504658882","0.297","0.31980000000000003","0","0","100","0"
"C_500_20_20d5f3cc48","crashed","-","molanu","","2020-12-03T14:00:20.000Z","108013","","20","20","0.01","0.005","0.005","0.01","0","C_500_20_20","100000","2","0.0001","1000","GRN_evolution","5","500","0.7096910660683748","0.566","0.08556117236390802","0.914438827636092","0.627","0.6274000000000001","0","0","10","90"
"C_500_20_5e0d44971","crashed","-","molanu","","2020-12-03T14:00:17.000Z","107914","","20","5","0.01","0.005","0.005","0.01","0","C_500_20_5","100000","2","0.0001","1000","GRN_evolution","3","500","0.594293748835625","1.923","0.33783175333447424","0.6621682466655257","0.3514","0.37259999999999993","0","0","99","1"
"C_500_20_202331e31a","crashed","-","molanu","","2020-12-03T13:59:47.000Z","108020","","20","20","0.01","0.005","0.005","0.01","0","C_500_20_20","100000","2","0.0001","1000","GRN_evolution","4","500","0.6491738332675001","0.69","0.1186972204095392","0.8813027795904607","0.6154000000000001","0.616","0","0","100","0"
"C_500_20_200a7744f3","crashed","-","molanu","","2020-12-03T13:58:46.000Z","108017","","20","20","0.01","0.005","0.005","0.01","0","C_500_20_20","100000","2","0.0001","1000","GRN_evolution","3","500","0.630355426876875","1.334","0.22521566397906895","0.7747843360209312","0.6486000000000002","0.6498","0","0","100","0"
"C_500_20_20036c2f58","crashed","-","molanu","","2020-12-03T13:58:23.000Z","108009","","20","20","0.01","0.005","0.005","0.01","0","C_500_20_20","100000","2","0.0001","1000","GRN_evolution","1","500","0.7374244972678751","0.349","0.12463643985959616","0.8753635601404038","0.5518000000000001","0.5524000000000001","0","0","10","90"
"C_500_20_20c29a015b","crashed","-","molanu","","2020-12-03T13:58:23.000Z","108009","","20","20","0.01","0.005","0.005","0.01","0","C_500_20_20","100000","2","0.0001","1000","GRN_evolution","2","500","0.21843840734400008","0.078","0.41253983415429674","0.5874601658457032","0.442","0.4434","0","0","100","0"
"C_500_20_10514b5044","crashed","-","molanu","","2020-12-03T13:57:49.000Z","107998","","20","10","0.01","0.005","0.005","0.01","0","C_500_20_10","100000","2","0.0001","1000","GRN_evolution","5","500","0.6398622687971249","0.663","0.24369569127726196","0.756304308722738","0.4778","0.4786","0","0","100","0"
"C_500_20_104ca8b35d","crashed","-","molanu","","2020-12-03T13:56:22.000Z","108009","","20","10","0.01","0.005","0.005","0.01","0","C_500_20_10","100000","2","0.0001","1000","GRN_evolution","4","500","0.6614792174011249","1.088","0.18882406509395655","0.8111759349060432","0.5347999999999999","0.5364","0","0","100","0"
"C_500_20_1058e76d7d","crashed","-","molanu","","2020-12-03T13:56:17.000Z","108015","","20","10","0.01","0.005","0.005","0.01","0","C_500_20_10","100000","2","0.0001","1000","GRN_evolution","3","500","0.6983298753223751","0.23","0.17553882337376409","0.824461176626236","0.4118","0.4128","0","0","36","64"
"C_500_10_5bc98741c","crashed","-","molanu","","2020-12-03T13:56:00.000Z","108002","","10","5","0.01","0.005","0.005","0.01","0","C_500_10_5","100000","2","0.0001","1000","GRN_evolution","5","500","0.8796413459350001","0.688","0.13790449959844536","0.8620955004015548","0.2036","0.20780000000000004","0","0","3","97"
"C_500_20_108f25889f","crashed","-","molanu","","2020-12-03T13:56:00.000Z","108006","","20","10","0.01","0.005","0.005","0.01","0","C_500_20_10","100000","2","0.0001","1000","GRN_evolution","1","500","0.65122200729375","0.438","0.1906762971855103","0.8093237028144897","0.4238","0.42620000000000013","0","0","85","15"
"C_500_20_1015158128","crashed","-","molanu","","2020-12-03T13:55:49.000Z","107998","","20","10","0.01","0.005","0.005","0.01","0","C_500_20_10","100000","2","0.0001","1000","GRN_evolution","2","500","0.31716711822825006","0.152","0.34708391056434407","0.6529160894356559","0.3652","0.3662","71","0","29","0"
"C_500_10_50d417bcf","crashed","-","molanu","","2020-12-03T12:29:39.000Z","107965","","10","5","0.01","0.005","0.005","0.01","0","C_500_10_5","100000","2","0.0001","1000","GRN_evolution","4","500","0.8732092201259999","3.688","0.19909995717254933","0.8009000428274508","0.5237999999999999","0.5307999999999999","0","0","3","97"
"C_500_10_582054aac","crashed","-","molanu","","2020-12-03T11:01:35.000Z","107927","","10","5","0.01","0.005","0.005","0.01","0","C_500_10_5","100000","2","0.0001","1000","GRN_evolution","3","500","0.8689024884179999","0.433","0.16289738738926193","0.8371026126107383","0.2358","0.24060000000000004","0","0","3","97"
"C_500_10_551972bc6","crashed","-","molanu","","2020-12-03T05:32:32.000Z","107987","","10","5","0.01","0.005","0.005","0.01","0","C_500_10_5","100000","2","0.0001","1000","GRN_evolution","2","500","0.91356731357","0.767","0.1277491271706234","0.8722508728293764","0.2072","0.2174","0","0","0","100"
"C_500_10_20cca0f1e5","crashed","-","molanu","","2020-12-03T05:31:31.000Z","107990","","10","20","0.01","0.005","0.005","0.01","0","C_500_10_20","100000","2","0.0001","1000","GRN_evolution","5","500","0.7360738416300001","0.269","0.16867739570162335","0.8313226042983766","0.5006","0.5017999999999999","0","0","5","95"
"C_500_10_5cb1a0aa3","crashed","-","molanu","","2020-12-03T05:31:31.000Z","108001","","10","5","0.01","0.005","0.005","0.01","0","C_500_10_5","100000","2","0.0001","1000","GRN_evolution","1","500","0.8154840193990001","2.693","0.2215078524896811","0.7784921475103188","0.2336","0.26799999999999996","0","0","4","96"
"C_500_10_209aabffbc","crashed","-","molanu","","2020-12-03T05:31:10.000Z","107982","","10","20","0.01","0.005","0.005","0.01","0","C_500_10_20","100000","2","0.0001","1000","GRN_evolution","3","500","0.829231097377","0.171","0.12313476348016454","0.8768652365198355","0.4296000000000001","0.4302","0","0","2","98"
"C_500_10_20f05f5258","crashed","-","molanu","","2020-12-03T05:31:10.000Z","108006","","10","20","0.01","0.005","0.005","0.01","0","C_500_10_20","100000","2","0.0001","1000","GRN_evolution","4","500","0.7310644430289999","0.343","0.08967240603859425","0.9103275939614056","0.489","0.4906000000000001","0","0","2","98"
"C_500_10_208b4597b4","crashed","-","molanu","","2020-12-03T05:27:24.000Z","107878","","10","20","0.01","0.005","0.005","0.01","0","C_500_10_20","100000","2","0.0001","1000","GRN_evolution","2","500","0.8723315521259999","0.162","0.02556827461577343","0.9744317253842266","0.3809999999999999","0.3822","0","0","0","100"
"C_500_10_209f2e8f51","crashed","-","molanu","","2020-12-03T05:27:24.000Z","107976","","10","20","0.01","0.005","0.005","0.01","0","C_500_10_20","100000","2","0.0001","1000","GRN_evolution","1","500","0.828511709303","0.85","0.06891125896099172","0.9310887410390084","0.581","0.5816","0","0","0","100"
"C_500_10_10caa45dd9","crashed","-","molanu","","2020-12-03T05:23:52.000Z","107994","","10","10","0.01","0.005","0.005","0.01","0","C_500_10_10","100000","2","0.0001","1000","GRN_evolution","5","500","0.8436623425269998","0.211","0.127783995482036","0.8722160045179639","0.3178","0.321","0","0","2","98"
